delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.0,12.041666666666666,-0.2847916666666667
0.2,0.0,10.5625,-0.24604166666666671
0.4,0.0,12.75,-0.3060416666666666
0.6,0.0,11.208333333333334,-0.2679166666666667
