update,kernel,num_steps,num_events,num_assignments,avg_group_return,positive_credit_frac,credit_mass_on_causal_steps,policy_loss,entropy
1,recency,369,371,2432,-3.07,0.06775067750677506,0.8304563318231,-0.004598933196872703,2.5535530188084943
2,recency,376,373,2306,-2.88125,0.0797872340425532,0.7651228312268563,-0.021542587736566414,2.54566996117077
