delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.0,8.979166666666666,-0.24812500000000012
0.2,0.0,8.1875,-0.2231250000000001
0.4,0.0,9.479166666666666,-0.26187500000000014
0.6,0.0,8.166666666666666,-0.22250000000000006
