delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.0,8.979166666666666,-0.21750000000000005
0.2,0.0,8.1875,-0.19562500000000002
0.4,0.0,9.416666666666666,-0.23125000000000007
0.6,0.0,8.333333333333334,-0.19687500000000002
