delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.0,8.979166666666666,-0.18875
0.2,0.0,8.1875,-0.16374999999999995
0.4,0.0,9.395833333333334,-0.20250000000000004
0.6,0.0,8.166666666666666,-0.1658333333333333
