delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.0,12.166666666666666,-0.28583333333333333
0.2,0.0,10.5625,-0.24333333333333337
0.4,0.0,12.75,-0.30333333333333334
0.6,0.0,11.125,-0.2654166666666667
