update,kernel,num_steps,num_events,num_assignments,avg_group_return,positive_credit_frac,credit_mass_on_causal_steps,policy_loss,entropy
1,evidence,369,371,2432,-3.07,0.07859078590785908,0.7749788052204106,-0.016706074782276526,2.551142446473379
2,evidence,376,373,2306,-2.88125,0.09042553191489362,0.7115733781389846,-0.02657818287522205,2.5404918611778498
