delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.0,8.979166666666666,-0.22645833333333343
0.2,0.0,8.1875,-0.20145833333333332
0.4,0.0,9.479166666666666,-0.24020833333333338
0.6,0.0,8.166666666666666,-0.20083333333333334
