delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.6458333333333334,5.4375,0.27062500000000017
0.2,0.6666666666666666,5.1875,0.28270833333333345
0.4,0.6458333333333334,4.979166666666667,0.2754166666666668
0.6,0.6875,5.1875,0.2827083333333335
