param,value,kernel,num_updates,success_rate,avg_steps,avg_env_return,credit_mass_on_causal_steps,positive_credit_frac,entropy,output_dir
seed,7,recency,2,0.0,11.958333333333334,-0.2872916666666667,0.7651228312268563,0.0797872340425532,2.54566996117077,runs\nonlocal_smoke\seed=7\recency
seed,7,evidence,2,0.0,11.770833333333334,-0.2789583333333334,0.7115733781389846,0.09042553191489362,2.5404918611778498,runs\nonlocal_smoke\seed=7\evidence
