delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.0,8.9375,-0.22854166666666675
0.2,0.0,8.9375,-0.22854166666666678
0.4,0.0,9.145833333333334,-0.23479166666666673
0.6,0.0,8.708333333333334,-0.22437500000000002
