delay_prob,success_rate,avg_steps,avg_env_return
0.0,0.0,8.9375,-0.2483333333333335
0.2,0.0,8.9375,-0.2483333333333335
0.4,0.0,9.145833333333334,-0.25458333333333344
0.6,0.0,8.708333333333334,-0.2414583333333334
